Ec value(ms/cm), pH Value,TDS Value(ppm),Label
10.53,10.12,695,3
10.53,10.08,695,3
10.53,10.12,695,3
10.53,10.1,695,3
10.53,10.1,695,3
10.53,10.1,695,3
10.31,10.09,695,3
10.53,10.07,695,3
10.53,10.1,692,3
10.53,10.09,689,3
10.53,10.06,689,3
10.53,10.07,689,3
10.53,10.05,689,3
10.53,10.07,689,3
10.53,10.07,689,3
10.74,10.05,686,3
10.53,10.05,686,3
10.31,10.05,686,3
10.53,10.06,686,3
10.74,10.05,686,3
10.53,10.04,684,3
10.53,10.02,684,3
10.31,10.03,684,3
10.53,10.01,684,3
10.53,10.03,684,3
10.53,9.99,684,3
10.53,10.02,684,3
10.53,10,684,3
10.53,10.01,684,3
10.53,10,684,3
10.74,10.03,684,3
10.53,10,684,3
10.74,10.01,684,3
12.25,9.99,684,3
12.03,9.98,684,3
11.82,9.99,684,3
12.03,10.01,684,3
12.25,9.97,684,3
12.25,9.96,684,3
12.03,9.98,684,3
12.03,9.98,684,3
12.25,9.98,684,3
12.03,9.97,684,3
10.53,9.96,684,3
10.53,9.98,684,3
10.53,9.95,684,3
10.74,9.97,684,3
10.53,9.95,684,3
10.53,9.96,681,3
10.74,9.95,681,3
10.53,9.95,681,3
10.53,9.97,678,3
10.74,9.96,678,3
10.53,9.94,678,3
10.53,9.95,678,3
10.53,9.97,678,3
10.74,9.94,678,3
10.53,9.93,678,3
10.53,9.95,678,3
10.53,9.94,678,3
10.74,9.93,678,3
10.74,9.93,678,3
10.74,9.93,678,3
10.53,9.93,678,3
10.53,9.93,681,3
10.53,9.95,684,3
10.74,9.92,684,3
10.53,9.9,684,3
10.53,9.95,684,3
10.74,9.9,684,3
10.53,9.92,686,3
10.74,9.93,686,3
10.74,9.93,686,3
10.74,9.91,689,3
10.53,9.93,689,3
10.74,9.9,692,3
10.74,9.92,692,3
10.74,9.9,695,3
10.74,9.91,695,3
10.74,9.89,695,3
10.74,9.91,695,3
10.74,9.89,695,3
10.74,9.89,698,3
10.74,9.9,698,3
10.53,9.91,698,3
10.53,9.9,698,3
10.74,9.91,698,3
10.74,9.88,698,3
10.74,9.91,698,3
10.74,9.91,698,3
10.53,9.92,698,3
10.53,9.93,698,3
10.74,9.91,698,3
10.74,9.92,698,3
10.74,9.94,698,3
10.74,9.93,698,3
10.96,9.9,698,3
10.74,9.94,698,3
10.53,9.91,698,3
10.74,9.12,698,3
10.53,9.94,695,3
10.31,9.92,695,3
10.31,9.92,692,3
10.31,9.96,689,3
10.1,9.99,689,3
10.1,10.04,686,3
10.1,10.12,686,3
10.1,10.21,686,3
10.1,10.25,684,3
10.1,10.32,684,3
9.88,10.38,684,3
9.88,10.39,684,3
10.1,10.42,684,3
10.31,10.4,684,3
10.31,10.42,684,3
9.88,10.44,684,3
10.31,10.42,684,3
9.88,10.47,684,3
9.88,10.45,684,3
9.88,10.43,684,3
10.1,10.42,684,3
10.1,10.42,684,3
9.88,10.41,684,3
10.1,10.41,684,3
10.1,10.41,684,3
10.1,10.4,684,3
10.1,10.41,684,3
9.88,10.39,684,3
10.1,10.38,684,3
10.1,10.36,684,3
10.1,10.39,681,3
10.1,10.37,678,3
10.1,10.36,678,3
10.1,10.38,678,3
10.1,10.35,678,3
10.1,10.36,678,3
10.1,10.33,675,3
10.1,10.33,673,3
10.1,10.32,673,3
10.31,10.32,673,3
10.1,10.31,673,3
10.1,10.31,673,3
10.1,10.29,673,3
10.31,10.29,673,3
10.1,10.29,673,3
10.1,10.26,673,3
10.1,10.29,673,3
9.88,10.26,673,3
10.1,10.28,673,3
9.88,10.25,673,3
10.1,10.26,673,3
10.1,10.24,673,3
10.31,10.23,673,3
10.31,10.24,673,3
10.1,10.24,673,3
10.31,10.22,673,3
10.1,10.21,675,3
10.53,10.2,675,3
10.31,10.23,675,3
10.31,10.2,678,3
10.31,10.21,678,3
10.31,10.17,681,3
10.1,10.17,681,3
10.1,10.19,681,3
10.1,10.17,684,3
10.31,10.16,684,3
10.31,10.18,684,3
10.31,10.16,684,3
10.1,10.16,684,3
10.31,10.14,684,3
10.31,10.15,684,3
10.31,10.15,684,3
10.31,10.13,684,3
10.1,10.11,684,3
10.31,10.15,684,3
10.1,10.12,684,3
10.31,10.1,684,3
10.1,10.12,684,3
10.1,10.1,684,3
10.31,10.11,684,3
10.1,10.1,684,3
10.31,10.09,684,3
10.31,10.08,684,3
10.1,10.09,684,3
10.31,10.1,684,3
10.31,10.09,684,3
10.31,10.08,681,3
10.31,10.08,681,3
10.31,10.09,681,3
10.31,10.09,681,3
10.31,10.09,681,3
10.31,10.07,681,3
10.31,10.08,681,3
10.31,10.06,681,3
10.31,10.07,681,3
10.31,10.05,681,3
10.31,10.05,681,3
10.31,10.03,681,3
10.31,10.05,681,3
10.31,10.03,681,3
10.53,10.04,681,3
10.31,10.02,681,3
10.31,10.02,681,3
10.53,9.99,681,3
10.31,10.03,681,3
10.31,10.02,681,3
10.53,10.02,681,3
10.53,9.98,681,3
10.31,10.01,681,3
10.31,10.01,681,3
10.31,10.01,681,3
10.53,9.99,678,3
10.53,10,678,3
10.31,10,678,3
10.31,10,678,3
10.53,10,678,3
10.53,9.98,678,3
10.74,10,678,3
10.53,9.98,678,3
10.31,9.97,678,3
10.53,9.96,678,3
10.31,9.96,678,3
10.74,9.96,678,3
10.53,9.96,678,3
10.53,9.97,678,3
10.74,9.97,678,3
10.53,9.96,678,3
10.31,9.95,678,3
10.53,9.97,678,3
10.53,9.95,678,3
10.53,9.92,678,3
10.53,9.95,678,3
10.53,9.91,678,3
10.53,9.93,678,3
10.53,9.94,678,3
10.53,9.93,678,3
10.53,9.91,678,3
10.31,9.91,678,3
10.53,9.93,678,3
10.53,9.92,678,3
10.53,9.93,678,3
10.53,9.93,678,3
10.53,9.92,678,3
10.31,9.93,678,3
10.53,9.92,678,3
10.53,9.91,678,3
10.53,9.91,678,3
10.53,9.92,678,3
10.53,9.9,678,3
10.74,9.91,678,3
10.53,9.91,678,3
10.53,9.9,678,3
10.74,9.92,678,3
10.53,9.91,678,3
10.53,9.91,678,3
10.53,9.88,678,3
10.53,9.9,678,3
10.74,9.89,678,3
10.74,9.9,678,3
10.53,9.89,678,3
10.31,9.91,678,3
10.53,9.91,678,3
10.53,9.88,678,3
10.53,9.89,678,3
10.74,9.89,678,3
10.74,9.88,678,3
10.74,9.86,678,3
10.53,9.89,678,3
10.53,9.9,678,3
10.74,9.89,678,3
10.74,9.91,678,3
10.74,9.89,678,3
10.74,9.88,678,3
10.74,9.89,678,3
10.53,9.87,678,3
10.74,9.88,678,3
10.53,9.89,678,3
10.74,9.88,678,3
10.74,9.87,678,3
10.53,9.86,678,3
10.53,9.85,678,3
10.74,9.87,678,3
10.74,9.87,678,3
10.53,9.88,678,3
10.74,9.88,678,3
10.74,9.88,678,3
10.74,9.85,681,3
10.74,9.88,681,3
10.74,9.86,681,3
10.74,9.85,681,3
10.74,9.85,681,3
10.53,9.86,681,3
10.53,9.86,681,3
10.53,9.85,681,3
10.53,9.85,681,3
10.74,9.85,681,3
10.74,9.85,681,3
10.53,9.87,681,3
10.74,9.86,681,3
10.74,9.85,681,3
10.53,9.85,681,3
10.53,9.85,681,3
10.74,9.84,681,3
10.74,9.83,681,3
10.74,9.86,681,3
10.74,9.85,681,3
10.53,9.84,681,3
10.53,9.83,681,3
10.96,9.84,681,3
10.53,9.83,681,3
10.53,9.85,681,3
10.74,9.84,681,3
10.74,9.85,681,3
10.74,9.84,681,3
10.74,9.82,681,3
10.74,9.81,681,3
10.74,9.84,681,3
10.53,9.83,681,3
10.53,9.81,681,3
10.74,9.82,681,3
10.74,9.84,681,3
10.53,9.83,681,3
10.74,9.83,681,3
10.74,9.85,681,3
10.53,9.84,681,3
10.74,9.85,681,3
10.53,9.82,681,3
10.74,9.82,681,3
10.53,9.83,681,3
10.53,9.83,681,3
10.53,9.84,681,3
10.53,9.84,681,3
10.74,9.84,681,3
10.74,9.82,681,3
10.74,9.82,684,3
10.53,9.83,684,3
10.74,9.83,684,3
10.74,9.84,684,3
10.53,9.8,684,3
10.74,9.84,684,3
10.53,9.82,684,3
10.53,9.83,684,3
10.74,9.83,684,3
10.53,9.82,684,3
10.53,9.84,684,3
10.53,9.85,684,3
10.31,9.84,684,3
10.53,9.82,684,3
10.53,9.84,684,3
10.74,9.84,684,3
10.53,9.83,684,3
10.53,9.84,684,3
10.53,9.82,684,3
10.53,9.82,684,3
10.31,9.82,684,3
10.53,9.83,684,3
10.74,9.83,684,3
10.74,9.86,684,3
10.53,9.83,684,3
10.53,9.83,684,3
10.53,9.84,684,3
10.74,9.84,684,3
10.53,9.86,684,3
10.53,9.85,684,3
10.74,9.84,684,3
10.74,9.86,684,3
10.53,9.84,684,3
10.74,9.84,684,3
10.53,9.86,684,3
10.74,9.84,684,3
10.74,9.86,686,3
10.53,9.87,686,3
10.53,9.84,686,3
10.53,9.84,686,3
10.74,9.86,686,3
10.53,9.86,686,3
10.53,9.87,686,3
10.53,9.85,686,3
10.53,9.85,686,3
10.74,9.85,686,3
10.53,9.85,686,3
10.53,9.84,686,3
10.53,9.86,686,3
10.53,9.88,686,3
10.53,9.86,686,3
10.53,9.88,686,3
10.74,9.87,686,3
10.53,9.85,686,3
10.53,9.88,686,3
10.53,9.86,686,3
10.53,9.84,686,3
10.53,9.88,686,3
10.53,9.84,686,3
10.53,9.87,689,3
10.31,9.88,689,3
10.74,9.89,689,3
10.53,9.85,689,3
10.53,9.88,689,3
10.53,9.87,689,3
10.53,9.88,689,3
10.53,9.85,689,3
10.53,9.9,689,3
10.53,9.85,689,3
10.53,9.89,689,3
10.74,9.86,689,3
10.74,9.86,689,3
10.53,9.85,689,3
10.53,9.87,689,3
10.53,9.88,689,3
10.31,9.86,689,3
10.53,9.86,689,3
10.53,9.89,689,3
10.74,9.87,689,3
10.74,9.86,689,3
10.53,9.89,689,3
10.53,9.88,689,3
10.74,9.86,689,3
10.53,9.88,689,3
10.53,9.84,689,3
10.53,9.87,689,3
10.53,9.86,689,3
10.74,9.85,689,3
10.53,9.86,689,3
10.53,9.87,692,3
10.53,9.88,692,3
10.53,9.87,692,3
10.53,9.86,692,3
10.53,9.86,692,3
10.74,9.88,692,3
10.74,9.88,692,3
10.53,9.88,692,3
10.53,9.88,692,3
10.74,9.88,692,3
10.74,9.88,692,3
10.53,9.86,692,3
10.53,9.87,692,3
10.53,9.88,692,3
10.74,9.88,692,3
10.53,9.87,692,3
10.31,9.86,692,3
10.74,9.88,692,3
10.53,9.85,692,3
10.53,9.85,692,3
10.53,9.86,692,3
10.53,9.88,692,3
10.74,9.88,692,3
10.74,9.86,692,3
10.53,9.86,692,3
10.74,9.86,692,3
10.74,9.87,692,3
10.74,9.86,692,3
10.53,9.86,692,3
10.53,9.88,692,3
10.74,9.86,692,3
10.74,9.83,692,3
10.74,9.86,692,3
10.74,9.86,692,3
10.74,9.84,692,3
10.53,9.83,692,3
10.53,9.84,689,3
10.74,9.85,689,3
10.74,9.85,689,3
10.53,9.88,689,3
10.74,9.86,689,3
10.74,9.84,689,3
10.74,9.83,689,3
10.74,9.85,689,3
10.53,9.86,689,3
10.74,9.87,689,3
10.53,9.85,689,3
10.74,9.86,689,3
10.53,9.83,689,3
10.53,9.86,689,3
10.74,9.85,689,3
10.74,9.85,689,3
10.74,9.85,689,3
10.74,9.86,689,3
10.53,9.83,689,3
10.74,9.84,689,3
10.53,9.84,689,3
10.74,9.86,689,3
10.74,9.83,689,3
10.53,9.83,689,3
10.74,9.85,686,3
10.53,9.83,686,3
10.74,9.84,686,3
10.74,9.8,686,3
10.53,9.84,686,3
10.74,9.83,686,3
10.74,9.84,686,3
10.53,9.86,686,3
10.74,9.83,686,3
10.53,9.82,686,3
10.74,9.83,686,3
10.96,9.82,686,3
10.53,9.85,686,3
10.74,9.83,686,3
10.53,9.83,686,3
10.53,9.84,684,3
10.53,9.84,684,3
10.74,9.83,684,3
10.74,9.83,684,3
10.74,9.83,684,3
10.74,9.81,684,3
10.53,9.81,684,3
10.96,9.84,684,3
10.53,9.83,684,3
10.53,9.82,684,3
10.74,9.81,684,3
10.74,9.8,684,3
10.53,9.82,684,3
10.96,9.81,684,3
10.74,9.83,684,3
10.74,9.82,681,3
10.53,9.84,681,3
10.53,9.8,681,3
10.74,9.79,681,3
10.96,9.83,681,3
10.53,9.82,681,3
10.96,9.8,681,3
10.74,9.78,681,3
10.74,9.81,681,3
10.53,9.79,681,3
10.74,9.83,681,3
10.53,9.82,681,3
10.53,9.83,681,3
10.74,9.8,681,3
10.74,9.82,681,3
10.53,9.81,681,3
10.96,9.81,681,3
10.74,9.82,681,3
10.96,9.8,681,3
10.74,9.81,681,3
10.74,9.8,681,3
10.53,9.79,681,3
10.74,9.82,681,3
10.74,9.79,681,3
10.53,9.82,681,3
10.74,9.8,681,3
10.74,9.81,681,3
10.74,9.81,681,3
10.96,9.82,681,3
10.74,9.82,684,3
10.96,9.8,684,3
10.74,9.8,684,3
10.96,9.78,684,3
10.74,9.79,684,3
10.74,9.82,684,3
10.74,9.79,684,3
10.74,9.8,684,3
10.53,9.8,684,3
10.74,9.8,684,3
10.74,9.8,684,3
10.96,9.81,684,3
10.74,9.8,684,3
10.74,9.82,684,3
10.96,9.78,684,3
10.74,9.81,684,3
10.74,9.79,684,3
10.74,9.78,684,3
10.96,9.82,684,3
10.74,9.79,684,3
10.74,9.81,684,3
10.74,9.82,686,3
10.74,9.79,686,3
10.74,9.79,686,3
10.74,9.81,686,3
10.96,9.81,686,3
10.53,9.79,686,3
10.74,9.82,686,3
10.53,9.79,686,3
10.74,9.81,686,3
10.53,9.8,686,3
10.74,9.8,686,3
10.74,9.79,686,3
10.96,9.81,686,3
10.53,9.8,686,3
10.53,9.79,686,3
10.53,9.8,686,3
10.96,9.79,686,3
10.53,9.77,689,3
10.96,9.83,689,3
10.74,9.83,689,3
10.74,9.8,689,3
10.74,9.82,689,3
10.74,9.82,689,3
10.53,9.77,689,3
10.74,9.84,689,3
10.53,9.8,689,3
10.74,9.82,689,3
10.53,9.84,689,3
10.53,9.82,689,3
10.74,9.82,689,3
10.74,9.8,689,3
10.53,9.8,689,3
10.53,9.83,689,3
10.53,9.82,689,3
10.53,9.83,689,3
10.53,9.8,689,3
10.74,9.83,689,3
10.74,9.85,689,3
10.74,9.84,689,3
10.74,9.83,689,3
10.53,9.83,689,3
10.74,9.84,689,3
10.96,9.81,689,3
10.74,9.83,689,3
10.74,9.84,689,3
10.74,9.83,689,3
10.74,9.84,689,3
10.74,9.87,689,3
10.74,9.82,689,3
10.53,9.86,689,3
10.74,9.84,689,3
10.53,9.84,689,3
10.74,9.85,689,3
10.74,9.84,689,3
10.74,9.86,689,3
10.74,9.86,689,3
10.53,9.86,689,3
10.53,9.85,689,3
10.74,9.86,689,3
10.53,9.86,689,3
10.53,9.86,689,3
10.74,9.86,689,3
10.53,9.84,689,3
10.53,9.87,689,3
10.74,9.86,689,3
10.74,9.87,689,3
10.74,9.87,689,3
10.53,9.88,689,3
10.74,9.87,689,3
10.74,9.86,689,3
10.74,9.89,689,3
10.74,9.88,689,3
10.53,9.85,689,3
10.53,9.87,689,3
10.53,9.9,689,3
10.53,9.86,689,3
10.74,9.86,689,3
10.53,9.88,689,3
10.74,9.86,689,3
10.53,9.88,689,3
10.53,9.86,689,3
10.74,9.89,689,3
10.53,9.86,689,3
10.53,9.87,689,3
10.53,9.87,689,3
10.53,9.88,689,3
10.74,9.88,689,3
10.53,9.87,689,3
10.53,9.87,689,3
10.53,9.89,689,3
10.53,9.85,689,3
10.53,9.86,689,3
10.74,9.88,689,3
10.53,9.9,689,3
10.53,9.87,689,3
10.53,9.89,689,3
10.53,9.87,689,3
10.53,9.85,689,3
10.74,9.85,689,3
10.53,9.86,689,3
10.53,9.88,689,3
10.74,9.86,689,3
10.53,9.87,692,3
10.53,9.87,692,3
10.31,9.86,692,3
10.74,9.87,692,3
10.53,9.88,692,3
10.31,9.85,692,3
10.53,9.87,692,3
10.74,9.88,692,3
10.74,9.87,692,3
10.53,9.84,692,3
10.74,9.88,692,3
10.53,9.86,692,3
10.53,9.84,692,3
10.53,9.85,692,3
11.17,9.86,692,3
12.03,9.83,692,3
10.31,9.93,692,3
12.25,10.04,692,3
10.31,10.21,692,3
0,9.23,692,3
12.25,9.19,692,3
11.82,10.64,692,3
12.25,10.58,692,3
11.6,10.8,692,3
12.03,10.74,692,3
11.82,10.76,692,3
12.03,10.77,692,3
0,10.74,692,3
0,9.19,692,3
0,9.2,364,3
10.31,10.92,70,3
10.31,10.85,70,3
0,10.74,27,3
10.1,10.89,27,3
0,10.88,27,3
0,9.18,23,3
0,9.18,19,3
10.1,10.99,19,3
10.1,10.99,19,3
9.88,10.95,19,3
10.1,10.92,19,3
10.1,10.88,19,3
10.1,10.82,19,3
10.31,10.79,19,3
10.31,10.77,19,3
10.31,10.75,19,3
10.1,10.74,25,3
10.31,10.72,25,3
10.31,10.7,37,3
10.31,10.65,72,3
10.31,10.63,155,3
10.31,10.58,399,3
10.53,10.61,659,3
10.1,10.58,681,3
10.53,10.57,684,3
10.31,10.53,686,3
10.31,10.51,689,3
10.31,10.49,689,3
10.74,10.5,689,3
10.31,10.46,689,3
10.31,10.47,692,3
10.31,10.45,692,3
10.31,10.45,692,3
10.31,10.43,692,3
10.31,10.41,695,3
10.31,10.4,695,3
10.31,10.39,695,3
10.74,10.37,695,3
10.53,10.36,695,3
10.31,10.36,698,3
10.53,10.32,698,3
10.53,10.33,698,3
10.53,10.33,698,3
10.53,10.32,700,3
10.31,10.3,700,3
10.53,10.28,700,3
10.53,10.29,700,3
10.31,10.27,700,3
10.53,10.27,700,3
10.53,10.28,700,3
10.53,10.25,700,3
10.53,10.24,700,3
10.53,10.23,700,3
10.53,10.21,700,3
10.53,10.24,700,3
10.53,10.22,700,3
10.53,10.2,700,3
10.53,10.19,700,3
10.31,10.2,700,3
10.31,10.2,700,3
10.53,10.17,700,3
10.74,10.19,700,3
10.53,10.14,700,3
10.53,10.15,700,3
10.53,10.14,700,3
10.53,10.15,700,3
10.31,10.16,700,3
10.53,10.14,700,3
10.53,10.14,700,3
10.74,10.16,700,3
10.53,10.13,700,3
10.53,10.12,700,3
10.53,10.1,700,3
10.74,10.11,700,3
10.53,10.13,700,3
10.74,10.07,700,3
10.53,10.08,700,3
10.74,10.1,700,3
10.74,10.07,700,3
10.53,10.08,698,3
10.53,10.09,698,3
10.53,10.1,698,3
10.74,10.05,698,3
10.74,10.07,698,3
10.53,10.05,698,3
10.74,10.07,698,3
10.74,10.05,698,3
10.53,10.05,698,3
10.74,10.05,698,3
10.53,10.03,698,3
10.96,10.01,698,3
10.74,10.05,698,3
10.53,10.05,698,3
10.74,10,698,3
10.74,10.03,698,3
10.74,10.03,698,3
10.74,10.04,698,3
10.74,10.01,698,3
10.53,10.03,698,3
10.74,9.99,698,3
10.53,9.99,698,3
10.53,10,698,3
10.74,9.99,698,3
10.53,10.02,698,3
10.74,10.01,698,3
10.74,9.99,698,3
10.74,9.99,698,3
10.53,10,698,3
10.74,9.97,698,3
10.96,9.98,698,3
10.74,9.97,698,3
10.74,9.98,698,3
10.96,9.96,698,3
10.53,9.97,698,3
10.74,9.96,698,3
10.53,9.96,698,3
10.96,9.95,698,3
10.74,9.97,698,3
10.53,9.95,698,3
10.53,9.95,698,3
10.53,9.96,698,3
10.74,9.95,698,3
10.74,9.93,698,3
10.74,9.93,698,3
10.74,9.92,698,3
10.74,9.93,698,3
10.96,9.92,698,3
10.74,9.91,698,3
10.74,9.93,698,3
10.74,9.92,698,3
10.74,9.92,698,3
10.96,9.91,698,3
10.96,9.91,698,3
10.96,9.93,698,3
10.96,9.91,698,3
10.74,9.92,698,3
10.96,9.9,700,3
10.74,9.91,698,3
10.96,9.9,700,3
10.96,9.9,700,3
10.74,9.88,700,3
10.74,9.9,700,3
10.96,9.9,700,3
10.74,9.89,700,3
10.96,9.88,700,3
10.74,9.9,700,3
10.96,9.91,700,3
10.74,9.87,700,3
10.96,9.87,700,3
10.74,9.89,700,3
10.74,9.88,700,3
10.74,9.86,700,3
10.96,9.89,700,3
10.74,9.89,700,3
10.96,9.88,700,3
10.74,9.88,700,3
10.74,9.88,700,3
10.74,9.86,700,3
10.96,9.85,700,3
10.74,9.88,700,3
10.96,9.87,700,3
10.74,9.88,700,3
10.74,9.86,700,3
10.74,9.84,700,3
10.96,9.85,700,3
10.96,9.85,700,3
10.74,9.86,700,3
10.74,9.84,700,3
10.74,9.87,700,3
10.74,9.87,700,3
10.96,9.84,700,3
10.74,9.87,698,3
10.74,9.84,698,3
10.74,9.86,698,3
10.74,9.85,698,3
10.96,9.85,698,3
10.74,9.86,698,3
10.96,9.83,698,3
10.96,9.8,698,3
10.96,9.85,698,3
10.74,9.81,698,3
10.74,9.84,698,3
10.74,9.85,698,3
10.74,9.83,698,3
10.74,9.82,698,3
10.74,9.84,698,3
10.74,9.82,698,3
10.96,9.84,698,3
10.74,9.84,698,3
10.74,9.81,698,3
10.74,9.82,698,3
10.74,9.79,698,3
10.74,9.82,698,3
10.96,9.84,698,3
10.96,9.8,698,3
10.74,9.82,698,3
10.74,9.82,698,3
10.74,9.83,698,3
10.53,9.81,698,3
10.74,9.83,698,3
10.96,9.82,698,3
10.74,9.83,698,3
10.74,9.81,698,3
10.74,9.82,698,3
10.96,9.81,698,3
10.74,9.82,698,3
10.53,9.85,698,3
10.74,9.78,698,3
10.74,9.82,698,3
10.74,9.82,698,3
10.74,9.82,698,3
10.74,9.82,698,3
10.53,9.82,698,3
10.53,9.84,698,3
10.53,9.81,698,3
10.53,9.83,698,3
10.53,9.8,698,3
10.74,9.84,698,3
10.74,9.84,698,3
10.74,9.83,698,3
10.74,9.84,698,3
10.74,9.83,698,3
10.74,9.83,698,3
10.53,9.81,698,3
10.74,9.82,698,3
10.74,9.84,698,3
10.53,9.83,698,3
10.74,9.85,698,3
10.74,9.87,698,3
10.53,9.82,698,3
10.53,9.82,698,3
10.74,9.87,698,3
10.96,9.84,698,3
10.74,9.83,698,3
10.74,9.84,698,3
10.74,9.84,698,3
10.53,9.86,698,3
10.53,9.87,698,3
10.53,9.84,695,3
10.74,9.87,698,3
10.74,9.84,698,3
10.53,9.87,698,3
10.74,9.86,698,3
10.53,9.86,698,3
10.96,9.87,698,3
10.53,9.86,698,3
10.74,9.87,695,3
10.74,9.88,695,3
10.74,9.85,695,3
10.53,9.87,695,3
10.74,9.87,695,3
10.74,9.87,695,3
10.74,9.88,695,3
10.74,9.86,695,3
10.74,9.88,695,3
10.74,9.87,695,3
10.74,9.88,695,3
10.74,9.9,695,3
10.53,9.88,695,3
10.53,9.85,695,3
10.74,9.9,695,3
10.53,9.9,695,3
10.74,9.87,695,3
10.53,9.9,695,3
10.74,9.9,695,3
10.53,9.88,695,3
10.53,9.88,695,3
10.53,9.9,695,3
10.53,9.91,695,3
10.74,9.89,695,3
10.53,9.89,695,3
10.74,9.9,695,3
10.74,9.89,695,3
10.53,9.89,695,3
10.74,9.9,695,3
10.74,9.9,695,3
10.53,9.9,695,3
10.74,9.9,695,3
10.53,9.91,695,3
10.74,9.88,695,3
10.74,9.89,695,3
10.74,9.88,695,3
10.53,9.89,695,3
10.53,9.9,695,3
10.74,9.89,695,3
10.53,9.88,695,3
10.53,9.91,695,3
10.53,9.89,695,3
10.53,9.9,695,3
10.74,9.88,695,3
10.53,9.87,695,3
10.74,9.89,695,3
10.74,9.89,695,3
10.96,9.9,695,3
10.53,9.88,695,3
10.53,9.87,695,3
10.74,9.9,695,3
10.53,9.89,695,3
10.74,9.88,695,3
10.53,9.91,695,3
10.53,9.89,695,3
10.74,9.91,695,3
10.53,9.86,695,3
10.74,9.87,695,3
10.74,9.88,695,3
10.74,9.88,695,3
10.74,9.88,695,3
10.74,9.88,695,3
10.74,9.89,695,3
10.74,9.89,695,3
10.74,9.88,695,3
10.96,9.88,695,3
10.74,9.88,695,3
10.74,9.9,695,3
10.74,9.89,695,3
10.74,9.9,695,3
10.53,9.88,695,3
10.96,9.88,695,3
10.74,9.88,695,3
10.74,9.9,695,3
10.74,9.88,695,3
10.74,9.9,695,3
10.96,9.87,695,3
10.53,9.86,695,3
10.74,9.84,695,3
10.74,9.86,695,3
10.74,9.86,695,3
10.74,9.86,695,3
10.74,9.87,695,3
10.74,9.86,695,3
10.53,9.85,695,3
10.96,9.88,695,3
10.53,9.87,695,3
10.74,9.87,695,3
10.74,9.85,695,3
10.74,9.85,695,3
10.96,9.84,695,3
10.74,9.86,695,3
10.74,9.88,695,3
10.74,9.85,695,3
10.74,9.86,695,3
10.74,9.84,695,3
10.74,9.87,695,3
10.74,9.86,695,3
10.96,9.85,695,3
10.74,9.83,695,3
10.53,9.86,695,3
10.53,9.85,695,3
10.74,9.88,695,3
10.74,9.83,695,3
10.74,9.86,695,3
10.74,9.83,695,3
10.74,9.87,695,3
10.74,9.83,695,3
10.74,9.82,695,3
10.74,9.84,695,3
10.53,9.83,695,3
10.96,9.84,695,3
10.74,9.85,695,3
10.96,9.84,695,3
10.96,9.86,695,3
10.74,9.84,695,3
10.74,9.82,695,3
10.96,9.83,695,3
10.53,9.84,695,3
10.74,9.82,695,3
10.74,9.83,695,3
10.96,9.82,695,3
10.96,9.83,695,3
10.74,9.84,695,3
10.96,9.87,695,3
10.74,9.81,695,3
10.74,9.84,695,3
10.74,9.85,695,3
10.74,9.84,695,3
10.74,9.81,695,3
10.74,9.82,695,3
10.74,9.83,695,3
10.74,9.85,695,3
10.74,9.81,695,3
10.74,9.81,695,3
10.74,9.82,695,3
10.96,9.83,695,3
10.74,9.83,695,3
10.74,9.82,695,3
10.74,9.83,695,3
10.74,9.82,695,3
10.74,9.84,695,3
10.74,9.81,695,3
10.74,9.86,695,3
10.74,9.82,695,3
10.74,9.82,695,3
10.53,9.83,695,3
10.96,9.82,695,3
10.96,9.82,695,3
10.74,9.82,695,3
10.74,9.82,695,3
10.74,9.8,695,3
11.17,9.82,698,3
10.74,9.84,698,3
10.96,9.81,698,3
10.96,9.84,698,3
10.74,9.79,698,3
10.74,9.84,698,3
10.96,9.8,698,3
10.74,9.82,698,3
10.74,9.81,698,3
10.74,9.81,698,3
10.74,9.83,698,3
10.74,9.78,698,3
10.74,9.83,698,3
10.74,9.82,698,3
10.96,9.8,698,3
10.74,9.81,698,3
10.74,9.8,698,3
10.96,9.82,698,3
10.74,9.81,698,3
10.96,9.82,698,3
10.74,9.78,698,3
10.74,9.8,698,3
10.96,9.82,698,3
10.96,9.8,698,3
10.74,9.8,698,3
10.74,9.8,698,3
10.96,9.8,698,3
10.96,9.79,698,3
10.74,9.82,698,3
10.74,9.77,698,3
10.74,9.79,698,3
10.74,9.8,698,3
10.96,9.79,698,3
10.96,9.8,698,3
10.74,9.8,698,3
10.74,9.81,698,3
10.74,9.81,698,3
10.96,9.8,698,3
10.74,9.78,698,3
10.96,9.81,698,3
10.74,9.8,698,3
10.74,9.8,698,3
10.96,9.79,698,3
10.96,9.8,698,3
10.74,9.8,698,3
10.74,9.8,698,3
10.74,9.78,698,3
10.74,9.81,698,3
10.74,9.8,698,3
11.17,9.78,698,3
10.74,9.81,698,3
10.96,9.8,698,3
10.74,9.79,698,3
10.74,9.77,698,3
10.96,9.77,698,3
10.74,9.81,698,3
10.74,9.79,698,3
10.74,9.79,698,3
10.74,9.79,698,3
11.17,9.78,698,3
10.74,9.77,698,3
10.74,9.76,698,3
10.74,9.79,698,3
10.74,9.81,698,3
10.74,9.78,698,3
10.74,9.78,698,3
10.96,9.76,698,3
10.74,9.79,698,3
10.74,9.77,698,3
10.96,9.78,698,3
10.96,9.81,698,3
10.74,9.78,698,3
10.74,9.77,698,3
10.74,9.79,698,3
